X,Y,Type,Fire,Time
21,6, TerrainType.Field, False,0
21,7, TerrainType.Field, False,0
21,8, TerrainType.Field, False,0
21,9, TerrainType.Field, False,0
21,10, TerrainType.Field, False,0
21,11, TerrainType.Field, False,0
21,12, TerrainType.Field, False,0
21,13, TerrainType.Field, False,0
21,14, TerrainType.Field, False,0
21,15, TerrainType.Field, False,0
21,16, TerrainType.Field, False,0
21,17, TerrainType.Field, False,0
21,18, TerrainType.Field, False,0
21,19, TerrainType.Field, False,0
21,20, TerrainType.Field, False,0
21,21, TerrainType.Field, False,0
21,22, TerrainType.Field, False,0
21,23, TerrainType.Field, False,0
21,24, TerrainType.River, False,0
21,25, TerrainType.River, False,0
21,26, TerrainType.River, False,0
21,27, TerrainType.River, False,0
21,28, TerrainType.Field, False,0
21,29, TerrainType.River, False,0
21,30, TerrainType.Field, False,0
22,1, TerrainType.Field, False,0
22,2, TerrainType.Field, False,0
22,3, TerrainType.Field, False,0
22,4, TerrainType.Field, False,0
22,5, TerrainType.Field, False,0
22,6, TerrainType.Field, False,0
22,7, TerrainType.Field, False,0
22,8, TerrainType.Field, False,0
22,9, TerrainType.Field, False,0
22,10, TerrainType.Field, False,0
22,11, TerrainType.Field, False,0
22,12, TerrainType.Field, False,0
22,13, TerrainType.Field, False,0
22,14, TerrainType.Field, False,0
22,15, TerrainType.Field, False,0
22,16, TerrainType.Field, False,0
22,17, TerrainType.Field, False,0
22,18, TerrainType.Field, False,0
22,19, TerrainType.Field, False,0
22,20, TerrainType.Field, False,0
22,21, TerrainType.Field, False,0
22,22, TerrainType.Field, False,0
22,23, TerrainType.Field, False,0
22,24, TerrainType.River, False,0
22,25, TerrainType.River, False,0
22,26, TerrainType.River, False,0
22,27, TerrainType.Field, False,0
22,28, TerrainType.River, False,0
22,29, TerrainType.Field, False,0
22,30, TerrainType.Field, False,0
23,1, TerrainType.Field, False,0
23,2, TerrainType.Field, False,0
23,3, TerrainType.Field, False,0
23,4, TerrainType.Field, False,0
23,5, TerrainType.Field, False,0
23,6, TerrainType.Field, False,0
23,7, TerrainType.Field, False,0
23,8, TerrainType.Field, False,0
23,9, TerrainType.Field, False,0
23,10, TerrainType.Field, False,0
23,11, TerrainType.Field, False,0
23,12, TerrainType.Field, False,0
23,13, TerrainType.Field, False,0
23,14, TerrainType.Field, False,0
23,15, TerrainType.Field, False,0
23,16, TerrainType.Field, False,0
23,17, TerrainType.Field, False,0
23,18, TerrainType.Field, False,0
23,19, TerrainType.Field, False,0
23,20, TerrainType.Field, False,0
23,21, TerrainType.Field, False,0
23,22, TerrainType.Field, False,0
23,23, TerrainType.Field, False,0
23,24, TerrainType.River, False,0
23,25, TerrainType.River, False,0
23,26, TerrainType.River, False,0
23,27, TerrainType.River, False,0
23,28, TerrainType.Field, False,0
23,29, TerrainType.Field, False,0
23,30, TerrainType.Field, False,0
24,1, TerrainType.Field, False,0
24,2, TerrainType.Field, False,0
24,3, TerrainType.Field, False,0
24,4, TerrainType.Field, False,0
24,5, TerrainType.Field, False,0
24,6, TerrainType.Field, False,0
24,7, TerrainType.Field, False,0
24,8, TerrainType.Field, False,0
24,9, TerrainType.Field, False,0
24,10, TerrainType.Field, False,0
24,11, TerrainType.Field, False,0
24,12, TerrainType.Field, False,0
24,13, TerrainType.Field, False,0
24,14, TerrainType.Field, False,0
24,15, TerrainType.Field, False,0
24,16, TerrainType.Field, False,0
24,17, TerrainType.Field, False,0
24,18, TerrainType.Field, False,0
24,19, TerrainType.Field, False,0
24,20, TerrainType.Field, False,0
24,21, TerrainType.Field, False,0
24,22, TerrainType.Field, False,0
24,23, TerrainType.Field, False,0
24,24, TerrainType.River, False,0
24,25, TerrainType.River, False,0
24,26, TerrainType.Field, False,0
24,27, TerrainType.Field, False,0
24,28, TerrainType.Field, False,0
24,29, TerrainType.Field, False,0
24,30, TerrainType.Field, False,0
25,1, TerrainType.Field, False,0
25,2, TerrainType.Field, False,0
25,3, TerrainType.Field, False,0
25,4, TerrainType.Field, False,0
25,5, TerrainType.Field, False,0
25,6, TerrainType.Field, False,0
25,7, TerrainType.Field, False,0
25,8, TerrainType.Field, False,0
25,9, TerrainType.Field, False,0
25,10, TerrainType.Field, False,0
25,11, TerrainType.Field, False,0
25,12, TerrainType.Field, False,0
25,13, TerrainType.Field, False,0
25,14, TerrainType.Field, False,0
25,15, TerrainType.Field, False,0
25,16, TerrainType.Field, False,0
25,17, TerrainType.Field, False,0
25,18, TerrainType.Field, False,0
25,19, TerrainType.Field, False,0
25,20, TerrainType.Field, False,0
25,21, TerrainType.Field, False,0
25,22, TerrainType.Field, False,0
25,23, TerrainType.Field, False,0
25,24, TerrainType.Field, False,0
25,25, TerrainType.Field, False,0
25,26, TerrainType.Field, False,0
25,27, TerrainType.Field, False,0
25,28, TerrainType.Field, False,0
25,29, TerrainType.Field, False,0
25,30, TerrainType.Field, False,0
26,1, TerrainType.Field, False,0
26,2, TerrainType.Field, False,0
26,3, TerrainType.Field, False,0
26,4, TerrainType.Field, False,0
26,5, TerrainType.Field, False,0
26,6, TerrainType.Field, False,0
26,7, TerrainType.Field, False,0
26,8, TerrainType.Field, False,0
26,9, TerrainType.Field, False,0
26,10, TerrainType.Field, False,0
26,11, TerrainType.Field, False,0
26,12, TerrainType.Field, False,0
26,13, TerrainType.Field, False,0
26,14, TerrainType.Field, False,0
26,15, TerrainType.Field, False,0
26,16, TerrainType.Field, False,0
26,17, TerrainType.Field, False,0
26,18, TerrainType.Field, False,0
26,19, TerrainType.Field, False,0
26,20, TerrainType.Field, False,0
26,21, TerrainType.Field, False,0
26,22, TerrainType.Field, False,0
26,23, TerrainType.Field, False,0
26,24, TerrainType.Field, False,0
26,25, TerrainType.Field, False,0
26,26, TerrainType.Field, False,0
26,27, TerrainType.Field, False,0
26,28, TerrainType.Field, False,0
26,29, TerrainType.Field, False,0
26,30, TerrainType.Field, False,0
27,1, TerrainType.Field, False,0
27,2, TerrainType.Field, False,0
27,3, TerrainType.Field, False,0
27,4, TerrainType.Field, False,0
27,5, TerrainType.Field, False,0
27,6, TerrainType.Forest, False,0
27,7, TerrainType.Field, False,0
27,8, TerrainType.Field, False,0
27,9, TerrainType.Field, False,0
27,10, TerrainType.Field, False,0
27,11, TerrainType.Field, False,0
27,12, TerrainType.Field, False,0
27,13, TerrainType.Field, False,0
27,14, TerrainType.Field, False,0
27,15, TerrainType.Field, False,0
27,16, TerrainType.Field, False,0
27,17, TerrainType.Field, False,0
27,18, TerrainType.Field, False,0
27,19, TerrainType.Field, False,0
27,20, TerrainType.Field, False,0
27,21, TerrainType.Field, False,0
27,22, TerrainType.Field, False,0
27,23, TerrainType.Field, False,0
27,24, TerrainType.Field, False,0
27,25, TerrainType.Field, False,0
27,26, TerrainType.Field, False,0
27,27, TerrainType.Field, False,0
27,28, TerrainType.Field, False,0
27,29, TerrainType.Field, False,0
27,30, TerrainType.Field, False,0
28,1, TerrainType.Field, False,0
28,2, TerrainType.Field, False,0
28,3, TerrainType.Field, False,0
28,4, TerrainType.Forest, False,0
28,5, TerrainType.Forest, False,0
28,6, TerrainType.Forest, False,0
28,7, TerrainType.Forest, False,0
