X,Y,Type,Fire,Time
26,2, TerrainType.Field, False,1
26,3, TerrainType.Field, False,1
26,4, TerrainType.Field, False,1
26,5, TerrainType.Field, False,1
26,6, TerrainType.Field, False,1
26,7, TerrainType.Field, False,1
26,8, TerrainType.Field, False,1
26,9, TerrainType.Field, False,1
26,10, TerrainType.Field, False,1
26,11, TerrainType.Field, False,1
26,12, TerrainType.Field, False,1
26,13, TerrainType.Field, False,1
26,14, TerrainType.Field, False,1
26,15, TerrainType.Field, False,1
26,16, TerrainType.Field, False,1
26,17, TerrainType.Field, False,1
26,18, TerrainType.Field, False,1
26,19, TerrainType.Field, False,1
26,20, TerrainType.Field, False,1
26,21, TerrainType.Field, False,1
26,22, TerrainType.Field, False,1
26,23, TerrainType.Field, False,1
26,24, TerrainType.Field, False,1
26,25, TerrainType.Field, False,1
26,26, TerrainType.Field, False,1
26,27, TerrainType.Field, False,1
26,28, TerrainType.Field, False,1
26,29, TerrainType.Field, False,1
26,30, TerrainType.Field, False,1
27,1, TerrainType.Field, False,1
27,2, TerrainType.Field, False,1
27,3, TerrainType.Field, False,1
27,4, TerrainType.Field, False,1
27,5, TerrainType.Field, False,1
27,6, TerrainType.Forest, False,1
27,7, TerrainType.Field, False,1
27,8, TerrainType.Field, False,1
27,9, TerrainType.Field, False,1
27,10, TerrainType.Field, False,1
27,11, TerrainType.Field, False,1
27,12, TerrainType.Field, False,1
27,13, TerrainType.Field, False,1
27,14, TerrainType.Field, False,1
27,15, TerrainType.Field, False,1
27,16, TerrainType.Field, False,1
27,17, TerrainType.Field, False,1
27,18, TerrainType.Field, False,1
27,19, TerrainType.Field, False,1
27,20, TerrainType.Field, False,1
27,21, TerrainType.Field, False,1
27,22, TerrainType.Field, False,1
27,23, TerrainType.Field, False,1
27,24, TerrainType.Field, False,1
27,25, TerrainType.Field, False,1
27,26, TerrainType.Field, False,1
27,27, TerrainType.Field, False,1
27,28, TerrainType.Field, False,1
27,29, TerrainType.Field, False,1
27,30, TerrainType.Field, False,1
28,1, TerrainType.Field, False,1
28,2, TerrainType.Field, False,1
28,3, TerrainType.Field, False,1
28,4, TerrainType.Forest, False,1
28,5, TerrainType.Forest, False,1
28,6, TerrainType.Forest, False,1
28,7, TerrainType.Forest, False,1
28,8, TerrainType.Field, False,1
28,9, TerrainType.Field, False,1
28,10, TerrainType.Field, False,1
28,11, TerrainType.Field, False,1
28,12, TerrainType.Field, False,1
28,13, TerrainType.Field, False,1
28,14, TerrainType.Field, False,1
28,15, TerrainType.Field, False,1
28,16, TerrainType.Field, False,1
28,17, TerrainType.Field, False,1
28,18, TerrainType.Field, False,1
28,19, TerrainType.Field, False,1
28,20, TerrainType.Field, False,1
28,21, TerrainType.Field, False,1
28,22, TerrainType.Field, False,1
28,23, TerrainType.Field, False,1
28,24, TerrainType.Field, False,1
28,25, TerrainType.Field, False,1
28,26, TerrainType.Field, False,1
28,27, TerrainType.Field, False,1
28,28, TerrainType.Field, False,1
28,29, TerrainType.Field, False,1
28,30, TerrainType.Field, False,1
29,1, TerrainType.Field, False,1
29,2, TerrainType.Forest, False,1
29,3, TerrainType.Forest, False,1
29,4, TerrainType.Forest, False,1
29,5, TerrainType.Forest, False,1
29,6, TerrainType.Forest, False,1
29,7, TerrainType.Forest, False,1
29,8, TerrainType.Forest, False,1
29,9, TerrainType.Field, False,1
29,10, TerrainType.Field, False,1
29,11, TerrainType.Field, False,1
29,12, TerrainType.Field, False,1
29,13, TerrainType.Field, False,1
29,14, TerrainType.Field, False,1
29,15, TerrainType.Field, False,1
29,16, TerrainType.Field, False,1
29,17, TerrainType.Field, False,1
29,18, TerrainType.Field, False,1
29,19, TerrainType.Field, False,1
29,20, TerrainType.Field, False,1
29,21, TerrainType.Field, False,1
29,22, TerrainType.Field, False,1
29,23, TerrainType.Field, False,1
29,24, TerrainType.Field, False,1
29,25, TerrainType.Field, False,1
29,26, TerrainType.Field, False,1
29,27, TerrainType.Field, False,1
29,28, TerrainType.Field, False,1
29,29, TerrainType.Field, False,1
29,30, TerrainType.Field, False,1
30,1, TerrainType.Field, False,1
30,2, TerrainType.Field, False,1
30,3, TerrainType.Field, False,1
30,4, TerrainType.Forest, False,1
30,5, TerrainType.Forest, False,1
30,6, TerrainType.Forest, False,1
30,7, TerrainType.Forest, False,1
30,8, TerrainType.Forest, False,1
30,9, TerrainType.Forest, False,1
30,10, TerrainType.Field, False,1
30,11, TerrainType.Field, False,1
30,12, TerrainType.Field, False,1
30,13, TerrainType.Field, False,1
30,14, TerrainType.Field, False,1
30,15, TerrainType.Field, False,1
30,16, TerrainType.Field, False,1
30,17, TerrainType.Field, False,1
30,18, TerrainType.Field, False,1
30,19, TerrainType.Field, False,1
30,20, TerrainType.Field, False,1
30,21, TerrainType.Field, False,1
30,22, TerrainType.Field, False,1
30,23, TerrainType.Field, False,1
30,24, TerrainType.Field, False,1
30,25, TerrainType.Field, False,1
30,26, TerrainType.Field, False,1
30,27, TerrainType.Field, False,1
30,28, TerrainType.Field, False,1
30,29, TerrainType.Field, False,1
30,30, TerrainType.Field, False,1
1,1, TerrainType.Field, False,2
1,2, TerrainType.Field, False,2
1,3, TerrainType.Field, False,2
1,4, TerrainType.Field, False,2
1,5, TerrainType.Field, False,2
1,6, TerrainType.Field, False,2
1,7, TerrainType.Field, False,2
1,8, TerrainType.Field, False,2
1,9, TerrainType.Field, False,2
1,10, TerrainType.Field, False,2
1,11, TerrainType.Field, False,2
1,12, TerrainType.Field, False,2
1,13, TerrainType.Field, False,2
1,14, TerrainType.Field, False,2
1,15, TerrainType.Field, False,2
1,16, TerrainType.Field, False,2
1,17, TerrainType.Field, False,2
1,18, TerrainType.Field, False,2
1,19, TerrainType.Field, False,2
1,20, TerrainType.Field, False,2
1,21, TerrainType.Field, False,2
1,22, TerrainType.Field, False,2
1,23, TerrainType.Field, False,2
1,24, TerrainType.Field, False,2
1,25, TerrainType.Field, False,2
1,26, TerrainType.Field, False,2
1,27, TerrainType.Field, False,2
1,28, TerrainType.Field, False,2
1,29, TerrainType.Field, False,2
1,30, TerrainType.Field, False,2
2,1, TerrainType.Field, False,2
2,2, TerrainType.Field, False,2
2,3, TerrainType.Field, False,2
2,4, TerrainType.Forest, False,2
2,5, TerrainType.Forest, False,2
2,6, TerrainType.Forest, False,2
2,7, TerrainType.Forest, False,2
2,8, TerrainType.Forest, False,2
2,9, TerrainType.Forest, False,2
2,10, TerrainType.Forest, False,2
2,11, TerrainType.Forest, False,2
2,12, TerrainType.Forest, False,2
2,13, TerrainType.Forest, False,2
2,14, TerrainType.Field, False,2
2,15, TerrainType.Field, False,2
2,16, TerrainType.Field, False,2
2,17, TerrainType.Field, False,2
2,18, TerrainType.Field, False,2
2,19, TerrainType.Field, False,2
2,20, TerrainType.Field, False,2
2,21, TerrainType.Field, False,2
2,22, TerrainType.Field, False,2
2,23, TerrainType.Field, False,2
2,24, TerrainType.Field, False,2
2,25, TerrainType.Field, False,2
2,26, TerrainType.Field, False,2
2,27, TerrainType.Field, False,2
2,28, TerrainType.Field, False,2
2,29, TerrainType.Field, False,2
2,30, TerrainType.Field, False,2
3,1, TerrainType.Field, False,2
3,2, TerrainType.Field, False,2
3,3, TerrainType.Field, False,2
3,4, TerrainType.Forest, False,2
3,5, TerrainType.Forest, False,2
3,6, TerrainType.Forest, False,2
3,7, TerrainType.Forest, False,2
3,8, TerrainType.Forest, False,2
3,9, TerrainType.Forest, False,2
3,10, TerrainType.Forest, False,2
3,11, TerrainType.Forest, False,2
3,12, TerrainType.Forest, False,2
3,13, TerrainType.Forest, False,2
3,14, TerrainType.Forest, False,2
3,15, TerrainType.Field, False,2
3,16, TerrainType.Field, False,2
3,17, TerrainType.Field, False,2
3,18, TerrainType.Field, False,2
3,19, TerrainType.Field, False,2
3,20, TerrainType.Field, False,2
3,21, TerrainType.Field, False,2
3,22, TerrainType.Field, False,2
3,23, TerrainType.Field, False,2
3,24, TerrainType.Field, False,2
3,25, TerrainType.Field, False,2
3,26, TerrainType.Field, False,2
3,27, TerrainType.Field, False,2
3,28, TerrainType.Field, False,2
3,29, TerrainType.Field, False,2
3,30, TerrainType.Field, False,2
4,1, TerrainType.Field, False,2
4,2, TerrainType.Field, False,2
4,3, TerrainType.Forest, False,2
4,4, TerrainType.Forest, False,2
4,5, TerrainType.Forest, False,2
4,6, TerrainType.Forest, False,2
4,7, TerrainType.Forest, False,2
4,8, TerrainType.Forest, False,2
4,9, TerrainType.Forest, False,2
4,10, TerrainType.Forest, False,2
4,11, TerrainType.Forest, False,2
4,12, TerrainType.Forest, False,2
4,13, TerrainType.Forest, False,2
4,14, TerrainType.Field, False,2
4,15, TerrainType.Field, False,2
4,16, TerrainType.Field, False,2
4,17, TerrainType.Field, False,2
4,18, TerrainType.Field, False,2
4,19, TerrainType.Field, False,2
4,20, TerrainType.Field, False,2
4,21, TerrainType.Field, False,2
4,22, TerrainType.Field, False,2
4,23, TerrainType.Field, False,2
4,24, TerrainType.Field, False,2
4,25, TerrainType.Field, False,2
4,26, TerrainType.Field, False,2
4,27, TerrainType.Field, False,2
4,28, TerrainType.Field, False,2
4,29, TerrainType.Field, False,2
4,30, TerrainType.Field, False,2
5,1, TerrainType.Field, False,2
5,2, TerrainType.Field, False,2
5,3, TerrainType.Forest, False,2
5,4, TerrainType.Forest, False,2
5,5, TerrainType.Forest, False,2
5,6, TerrainType.Forest, False,2
5,7, TerrainType.Forest, False,2
5,8, TerrainType.Forest, False,2
5,9, TerrainType.Field, False,2
5,10, TerrainType.Forest, False,2
5,11, TerrainType.Forest, False,2
5,12, TerrainType.Forest, False,2
5,13, TerrainType.Field, False,2
5,14, TerrainType.Field, False,2
5,15, TerrainType.Field, False,2
5,16, TerrainType.Field, False,2
5,17, TerrainType.Field, False,2
5,18, TerrainType.Field, False,2
5,19, TerrainType.Field, False,2
5,20, TerrainType.Field, False,2
5,21, TerrainType.Field, False,2
5,22, TerrainType.Field, False,2
5,23, TerrainType.Field, False,2
5,24, TerrainType.Field, False,2
5,25, TerrainType.Field, False,2
5,26, TerrainType.Field, False,2
5,27, TerrainType.Field, False,2
5,28, TerrainType.Field, False,2
5,29, TerrainType.Field, False,2
5,30, TerrainType.Field, False,2
6,1, TerrainType.Field, False,2
6,2, TerrainType.Field, False,2
6,3, TerrainType.Field, False,2
6,4, TerrainType.Forest, False,2
6,5, TerrainType.Forest, False,2
6,6, TerrainType.Forest, False,2
6,7, TerrainType.Forest, False,2
6,8, TerrainType.Field, False,2
6,9, TerrainType.Field, False,2
6,10, TerrainType.Field, False,2
6,11, TerrainType.Forest, False,2
6,12, TerrainType.Field, False,2
6,13, TerrainType.Field, False,2
6,14, TerrainType.Field, False,2
6,15, TerrainType.Field, False,2
6,16, TerrainType.Field, False,2
6,17, TerrainType.Field, False,2
6,18, TerrainType.Field, False,2
6,19, TerrainType.Field, False,2
6,20, TerrainType.Field, False,2
6,21, TerrainType.Field, False,2
6,22, TerrainType.Field, False,2
6,23, TerrainType.Field, False,2
6,24, TerrainType.Forest, False,2
6,25, TerrainType.Forest, False,2
6,26, TerrainType.Forest, False,2
6,27, TerrainType.Field, False,2
6,28, TerrainType.Field, False,2
6,29, TerrainType.Field, False,2
6,30, TerrainType.Field, False,2
7,1, TerrainType.Field, False,2
7,2, TerrainType.Field, False,2
7,3, TerrainType.Field, False,2
7,4, TerrainType.Field, False,2
7,5, TerrainType.Forest, False,2
7,6, TerrainType.Field, False,2
7,7, TerrainType.Field, False,2
7,8, TerrainType.Field, False,2
7,9, TerrainType.Field, False,2
7,10, TerrainType.Field, False,2
7,11, TerrainType.Field, False,2
7,12, TerrainType.Field, False,2
7,13, TerrainType.Field, False,2
7,14, TerrainType.Field, False,2
7,15, TerrainType.Field, False,2
7,16, TerrainType.Field, False,2
7,17, TerrainType.Field, False,2
7,18, TerrainType.Field, False,2
7,19, TerrainType.Field, False,2
7,20, TerrainType.Field, False,2
7,21, TerrainType.Field, False,2
7,22, TerrainType.Field, False,2
7,23, TerrainType.Forest, False,2
7,24, TerrainType.Forest, False,2
7,25, TerrainType.Forest, False,2
7,26, TerrainType.Forest, False,2
7,27, TerrainType.Forest, False,2
7,28, TerrainType.Field, False,2
7,29, TerrainType.Field, False,2
7,30, TerrainType.Field, False,2
8,1, TerrainType.Field, False,2
8,2, TerrainType.Field, False,2
8,3, TerrainType.Forest, False,2
8,4, TerrainType.Field, False,2
8,5, TerrainType.Field, False,2
8,6, TerrainType.Field, False,2
8,7, TerrainType.Field, False,2
8,8, TerrainType.Field, False,2
8,9, TerrainType.Field, False,2
8,10, TerrainType.Field, False,2
8,11, TerrainType.Field, False,2
8,12, TerrainType.Field, False,2
8,13, TerrainType.Field, False,2
8,14, TerrainType.Field, False,2
8,15, TerrainType.Field, False,2
8,16, TerrainType.Field, False,2
8,17, TerrainType.Field, False,2
8,18, TerrainType.Field, False,2
8,19, TerrainType.Field, False,2
8,20, TerrainType.Field, False,2
8,21, TerrainType.Field, False,2
8,22, TerrainType.Forest, False,2
8,23, TerrainType.Forest, False,2
8,24, TerrainType.Forest, False,2
8,25, TerrainType.Forest, False,2
8,26, TerrainType.Forest, False,2
8,27, TerrainType.Forest, False,2
8,28, TerrainType.Forest, False,2
8,29, TerrainType.Field, False,2
8,30, TerrainType.Field, False,2
9,1, TerrainType.Field, False,2
9,2, TerrainType.Field, False,2
9,3, TerrainType.Forest, False,2
9,4, TerrainType.Field, False,2
9,5, TerrainType.Field, False,2
9,6, TerrainType.Field, False,2
9,7, TerrainType.Field, False,2
9,8, TerrainType.Field, False,2
9,9, TerrainType.Field, False,2
9,10, TerrainType.Field, False,2
9,11, TerrainType.Field, False,2
9,12, TerrainType.Field, False,2
9,13, TerrainType.Field, False,2
9,14, TerrainType.Field, False,2
9,15, TerrainType.Field, False,2
9,16, TerrainType.Field, False,2
9,17, TerrainType.Field, False,2
9,18, TerrainType.Field, False,2
9,19, TerrainType.Field, False,2
9,20, TerrainType.Field, False,2
9,21, TerrainType.Field, False,2
9,22, TerrainType.Forest, False,2
9,23, TerrainType.Forest, False,2
9,24, TerrainType.Forest, False,2
9,25, TerrainType.Forest, False,2
9,26, TerrainType.Forest, False,2
9,27, TerrainType.Forest, False,2
9,28, TerrainType.Field, False,2
9,29, TerrainType.Field, False,2
9,30, TerrainType.Field, False,2
10,1, TerrainType.Field, False,2
10,2, TerrainType.Forest, False,2
10,3, TerrainType.Forest, False,2
10,4, TerrainType.Forest, False,2
10,5, TerrainType.Forest, False,2
10,6, TerrainType.Field, False,2
10,7, TerrainType.Field, False,2
10,8, TerrainType.Field, False,2
10,9, TerrainType.Field, False,2
10,10, TerrainType.Field, False,2
10,11, TerrainType.Field, False,2
10,12, TerrainType.Field, False,2
10,13, TerrainType.Field, False,2
10,14, TerrainType.Field, False,2
10,15, TerrainType.Field, False,2
10,16, TerrainType.Field, False,2
10,17, TerrainType.Field, False,2
10,18, TerrainType.Field, False,2
10,19, TerrainType.Field, False,2
10,20, TerrainType.Field, False,2
10,21, TerrainType.Field, False,2
10,22, TerrainType.Field, False,2
10,23, TerrainType.Forest, False,2
10,24, TerrainType.Forest, False,2
10,25, TerrainType.Forest, False,2
10,26, TerrainType.Field, False,2
10,27, TerrainType.Forest, False,2
10,28, TerrainType.Field, False,2
10,29, TerrainType.Field, False,2
10,30, TerrainType.Field, False,2
11,1, TerrainType.Field, False,2
11,2, TerrainType.Forest, False,2
11,3, TerrainType.Forest, False,2
11,4, TerrainType.Forest, False,2
11,5, TerrainType.Forest, False,2
11,6, TerrainType.Field, False,2
11,7, TerrainType.Field, False,2
11,8, TerrainType.Field, False,2
11,9, TerrainType.Field, False,2
11,10, TerrainType.Field, False,2
11,11, TerrainType.Field, False,2
11,12, TerrainType.Field, False,2
11,13, TerrainType.Field, False,2
11,14, TerrainType.Field, False,2
11,15, TerrainType.Field, False,2
11,16, TerrainType.Field, False,2
11,17, TerrainType.Field, False,2
11,18, TerrainType.Field, False,2
11,19, TerrainType.Field, False,2
11,20, TerrainType.Field, False,2
11,21, TerrainType.Field, False,2
11,22, TerrainType.Field, False,2
11,23, TerrainType.Field, False,2
11,24, TerrainType.Field, False,2
11,25, TerrainType.Field, False,2
11,26, TerrainType.Field, False,2
11,27, TerrainType.Field, False,2
11,28, TerrainType.Field, False,2
11,29, TerrainType.Field, False,2
11,30, TerrainType.Field, False,2
12,1, TerrainType.Field, False,2
12,2, TerrainType.Forest, False,2
12,3, TerrainType.Forest, False,2
12,4, TerrainType.Forest, False,2
12,5, TerrainType.Forest, False,2
12,6, TerrainType.Forest, False,2
12,7, TerrainType.Field, False,2
12,8, TerrainType.Field, False,2
12,9, TerrainType.Field, False,2
12,10, TerrainType.Field, False,2
12,11, TerrainType.Field, False,2
12,12, TerrainType.Field, False,2
12,13, TerrainType.Field, False,2
12,14, TerrainType.Field, False,2
12,15, TerrainType.Field, False,2
12,16, TerrainType.Field, False,2
12,17, TerrainType.Field, False,2
12,18, TerrainType.Field, False,2
12,19, TerrainType.Field, False,2
12,20, TerrainType.Field, False,2
12,21, TerrainType.Field, False,2
12,22, TerrainType.Field, False,2
12,23, TerrainType.Field, False,2
12,24, TerrainType.Field, False,2
12,25, TerrainType.Field, False,2
12,26, TerrainType.Field, False,2
12,27, TerrainType.Field, False,2
12,28, TerrainType.Field, False,2
12,29, TerrainType.Field, False,2
12,30, TerrainType.Field, False,2
13,1, TerrainType.Field, False,2
13,2, TerrainType.Forest, False,2
13,3, TerrainType.Forest, False,2
13,4, TerrainType.Forest, False,2
13,5, TerrainType.Forest, False,2
13,6, TerrainType.Field, False,2
13,7, TerrainType.Field, False,2
13,8, TerrainType.Field, False,2
13,9, TerrainType.Field, False,2
13,10, TerrainType.Field, False,2
13,11, TerrainType.Field, False,2
13,12, TerrainType.Field, False,2
13,13, TerrainType.Field, False,2
13,14, TerrainType.Field, False,2
13,15, TerrainType.Field, False,2
13,16, TerrainType.Field, False,2
13,17, TerrainType.Field, False,2
13,18, TerrainType.Field, False,2
13,19, TerrainType.Field, False,2
13,20, TerrainType.Field, False,2
13,21, TerrainType.Field, False,2
13,22, TerrainType.Field, False,2
13,23, TerrainType.Field, False,2
13,24, TerrainType.Field, False,2
13,25, TerrainType.Field, False,2
13,26, TerrainType.Field, False,2
13,27, TerrainType.Field, False,2
13,28, TerrainType.Field, False,2
13,29, TerrainType.Field, False,2
13,30, TerrainType.Field, False,2
14,1, TerrainType.Field, False,2
14,2, TerrainType.Forest, False,2
14,3, TerrainType.Forest, False,2
14,4, TerrainType.Forest, False,2
14,5, TerrainType.Forest, False,2
14,6, TerrainType.Field, False,2
14,7, TerrainType.Field, False,2
14,8, TerrainType.Field, False,2
14,9, TerrainType.Field, False,2
14,10, TerrainType.Field, False,2
14,11, TerrainType.Field, False,2
14,12, TerrainType.Field, False,2
14,13, TerrainType.Field, False,2
14,14, TerrainType.Field, False,2
14,15, TerrainType.Field, False,2
14,16, TerrainType.Field, False,2
14,17, TerrainType.Field, False,2
14,18, TerrainType.Field, False,2
14,19, TerrainType.Field, False,2
14,20, TerrainType.Field, False,2
14,21, TerrainType.Field, False,2
14,22, TerrainType.Field, False,2
14,23, TerrainType.Field, False,2
14,24, TerrainType.Field, False,2
14,25, TerrainType.Field, False,2
14,26, TerrainType.Field, False,2
14,27, TerrainType.Field, False,2
14,28, TerrainType.Field, False,2
14,29, TerrainType.Field, False,2
14,30, TerrainType.River, False,2
15,1, TerrainType.Field, False,2
15,2, TerrainType.Field, False,2
15,3, TerrainType.Forest, False,2
15,4, TerrainType.Forest, False,2
15,5, TerrainType.Field, False,2
15,6, TerrainType.Field, False,2
15,7, TerrainType.Field, False,2
15,8, TerrainType.Field, False,2
15,9, TerrainType.Field, False,2
15,10, TerrainType.Field, False,2
15,11, TerrainType.Field, False,2
15,12, TerrainType.Field, False,2
15,13, TerrainType.Field, False,2
15,14, TerrainType.Field, False,2
15,15, TerrainType.Field, False,2
15,16, TerrainType.Field, False,2
15,17, TerrainType.Field, False,2
15,18, TerrainType.Field, False,2
15,19, TerrainType.Field, False,2
15,20, TerrainType.Field, False,2
15,21, TerrainType.Field, False,2
15,22, TerrainType.Field, False,2
15,23, TerrainType.Field, False,2
15,24, TerrainType.Field, False,2
15,25, TerrainType.Field, False,2
15,26, TerrainType.Field, False,2
15,27, TerrainType.Field, False,2
15,28, TerrainType.Field, False,2
15,29, TerrainType.Field, False,2
15,30, TerrainType.River, False,2
16,1, TerrainType.Field, False,2
16,2, TerrainType.Field, False,2
16,3, TerrainType.Forest, False,2
16,4, TerrainType.Forest, False,2
16,5, TerrainType.Field, False,2
16,6, TerrainType.Field, False,2
16,7, TerrainType.Field, False,2
16,8, TerrainType.Field, False,2
16,9, TerrainType.Field, False,2
16,10, TerrainType.Field, False,2
16,11, TerrainType.Field, False,2
16,12, TerrainType.Field, False,2
16,13, TerrainType.Field, False,2
16,14, TerrainType.Field, False,2
16,15, TerrainType.Field, False,2
16,16, TerrainType.Field, False,2
16,17, TerrainType.Field, False,2
16,18, TerrainType.Field, False,2
16,19, TerrainType.Field, False,2
16,20, TerrainType.Field, False,2
16,21, TerrainType.Field, False,2
16,22, TerrainType.Field, False,2
16,23, TerrainType.Field, False,2
16,24, TerrainType.Field, False,2
16,25, TerrainType.Field, False,2
16,26, TerrainType.Field, False,2
16,27, TerrainType.Field, False,2
16,28, TerrainType.Field, False,2
16,29, TerrainType.River, False,2
16,30, TerrainType.Field, False,2
17,1, TerrainType.Field, False,2
17,2, TerrainType.Field, False,2
17,3, TerrainType.Field, False,2
17,4, TerrainType.Field, False,2
17,5, TerrainType.Field, False,2
17,6, TerrainType.Field, False,2
17,7, TerrainType.Field, False,2
17,8, TerrainType.Field, False,2
17,9, TerrainType.Field, False,2
17,10, TerrainType.Field, False,2
17,11, TerrainType.Field, False,2
17,12, TerrainType.Field, False,2
17,13, TerrainType.Field, False,2
17,14, TerrainType.Field, False,2
17,15, TerrainType.Field, False,2
17,16, TerrainType.Field, False,2
17,17, TerrainType.Field, False,2
17,18, TerrainType.Field, False,2
17,19, TerrainType.Field, False,2
17,20, TerrainType.Field, False,2
17,21, TerrainType.Field, False,2
17,22, TerrainType.Field, False,2
17,23, TerrainType.Field, False,2
17,24, TerrainType.Field, False,2
17,25, TerrainType.Field, False,2
17,26, TerrainType.Field, False,2
17,27, TerrainType.River, False,2
17,28, TerrainType.River, False,2
17,29, TerrainType.River, False,2
17,30, TerrainType.Field, False,2
18,1, TerrainType.Field, False,2
18,2, TerrainType.Field, False,2
18,3, TerrainType.Field, False,2
18,4, TerrainType.Field, False,2
18,5, TerrainType.Field, False,2
18,6, TerrainType.Field, False,2
18,7, TerrainType.Field, False,2
18,8, TerrainType.Field, False,2
18,9, TerrainType.Field, False,2
18,10, TerrainType.Field, False,2
18,11, TerrainType.Field, False,2
18,12, TerrainType.Field, False,2
18,13, TerrainType.Field, False,2
18,14, TerrainType.Field, False,2
18,15, TerrainType.Field, False,2
18,16, TerrainType.Field, False,2
18,17, TerrainType.Field, False,2
18,18, TerrainType.Field, False,2
18,19, TerrainType.Field, False,2
18,20, TerrainType.Field, False,2
18,21, TerrainType.Field, False,2
18,22, TerrainType.Field, False,2
18,23, TerrainType.Field, False,2
18,24, TerrainType.Field, False,2
18,25, TerrainType.Field, False,2
18,26, TerrainType.River, False,2
18,27, TerrainType.River, False,2
18,28, TerrainType.Field, False,2
18,29, TerrainType.Field, False,2
18,30, TerrainType.Field, False,2
19,1, TerrainType.Field, False,2
19,2, TerrainType.Field, False,2
19,3, TerrainType.Field, False,2
19,4, TerrainType.Field, False,2
19,5, TerrainType.Field, False,2
19,6, TerrainType.Field, False,2
19,7, TerrainType.Field, False,2
19,8, TerrainType.Field, False,2
19,9, TerrainType.Field, False,2
19,10, TerrainType.Field, False,2
19,11, TerrainType.Field, False,2
19,12, TerrainType.Field, False,2
19,13, TerrainType.Field, False,2
19,14, TerrainType.Field, False,2
19,15, TerrainType.Field, False,2
19,16, TerrainType.Field, False,2
19,17, TerrainType.Field, False,2
19,18, TerrainType.Field, False,2
19,19, TerrainType.Field, False,2
19,20, TerrainType.Field, False,2
19,21, TerrainType.Field, False,2
19,22, TerrainType.Field, False,2
19,23, TerrainType.Field, False,2
19,24, TerrainType.Field, False,2
19,25, TerrainType.Field, False,2
19,26, TerrainType.River, False,2
19,27, TerrainType.River, False,2
19,28, TerrainType.Field, False,2
19,29, TerrainType.Field, False,2
19,30, TerrainType.Field, False,2
20,1, TerrainType.Field, False,2
20,2, TerrainType.Field, False,2
20,3, TerrainType.Field, False,2
20,4, TerrainType.Field, False,2
20,5, TerrainType.Field, False,2
20,6, TerrainType.Field, False,2
20,7, TerrainType.Field, False,2
20,8, TerrainType.Field, False,2
20,9, TerrainType.Field, False,2
20,10, TerrainType.Field, False,2
20,11, TerrainType.Field, False,2
20,12, TerrainType.Field, False,2
20,13, TerrainType.Field, False,2
20,14, TerrainType.Field, False,2
20,15, TerrainType.Field, False,2
20,16, TerrainType.Field, False,2
20,17, TerrainType.Field, False,2
20,18, TerrainType.Field, False,2
20,19, TerrainType.Field, False,2
20,20, TerrainType.Field, False,2
20,21, TerrainType.Field, False,2
20,22, TerrainType.Field, False,2
20,23, TerrainType.Field, False,2
20,24, TerrainType.Field, False,2
20,25, TerrainType.Field, False,2
20,26, TerrainType.River, False,2
20,27, TerrainType.River, False,2
20,28, TerrainType.Field, False,2
20,29, TerrainType.Field, False,2
20,30, TerrainType.River, False,2
21,1, TerrainType.Field, False,2
21,2, TerrainType.Field, False,2
21,3, TerrainType.Field, False,2
21,4, TerrainType.Field, False,2
21,5, TerrainType.Field, False,2
21,6, TerrainType.Field, False,2
21,7, TerrainType.Field, False,2
21,8, TerrainType.Field, False,2
21,9, TerrainType.Field, False,2
21,10, TerrainType.Field, False,2
21,11, TerrainType.Field, False,2
21,12, TerrainType.Field, False,2
21,13, TerrainType.Field, False,2
21,14, TerrainType.Field, False,2
21,15, TerrainType.Field, False,2
21,16, TerrainType.Field, False,2
21,17, TerrainType.Field, False,2
21,18, TerrainType.Field, False,2
21,19, TerrainType.Field, False,2
21,20, TerrainType.Field, False,2
21,21, TerrainType.Field, False,2
21,22, TerrainType.Field, False,2
21,23, TerrainType.Field, False,2
21,24, TerrainType.River, False,2
21,25, TerrainType.River, False,2
21,26, TerrainType.River, False,2
21,27, TerrainType.River, False,2
21,28, TerrainType.Field, False,2
21,29, TerrainType.River, False,2
21,30, TerrainType.Field, False,2
22,1, TerrainType.Field, False,2
22,2, TerrainType.Field, False,2
22,3, TerrainType.Field, False,2
22,4, TerrainType.Field, False,2
22,5, TerrainType.Field, False,2
22,6, TerrainType.Field, False,2
22,7, TerrainType.Field, False,2
22,8, TerrainType.Field, False,2
22,9, TerrainType.Field, False,2
22,10, TerrainType.Field, False,2
22,11, TerrainType.Field, False,2
22,12, TerrainType.Field, False,2
22,13, TerrainType.Field, False,2
22,14, TerrainType.Field, False,2
22,15, TerrainType.Field, False,2
22,16, TerrainType.Field, False,2
22,17, TerrainType.Field, False,2
22,18, TerrainType.Field, False,2
22,19, TerrainType.Field, False,2
22,20, TerrainType.Field, False,2
22,21, TerrainType.Field, False,2
22,22, TerrainType.Field, False,2
22,23, TerrainType.Field, False,2
22,24, TerrainType.River, False,2
22,25, TerrainType.River, False,2
22,26, TerrainType.River, False,2
22,27, TerrainType.Field, False,2
22,28, TerrainType.River, False,2
22,29, TerrainType.Field, False,2
22,30, TerrainType.Field, False,2
23,1, TerrainType.Field, False,2
23,2, TerrainType.Field, False,2
23,3, TerrainType.Field, False,2
23,4, TerrainType.Field, False,2
23,5, TerrainType.Field, False,2
23,6, TerrainType.Field, False,2
23,7, TerrainType.Field, False,2
23,8, TerrainType.Field, False,2
